,17,index
0,0.33467202141901,0.0
1,0.29451137884872836,0.018018018018018018
2,0.08032128514056325,0.036036036036036036
3,1.4323962516733602,0.05405405405405406
4,1.405622489959839,0.07207207207207207
5,0.013386880856760541,0.09009009009009009
6,0.8299866131191429,0.10810810810810811
7,0.8299866131191429,0.12612612612612611
8,0.5354752342704145,0.14414414414414414
9,0.5756358768406962,0.16216216216216217
10,0.7228915662650621,0.18018018018018017
11,0.7228915662650621,0.1981981981981982
12,0.7228915662650621,0.21621621621621623
13,0.8165997322623824,0.23423423423423423
14,0.8032128514056254,0.25225225225225223
15,0.8299866131191429,0.2702702702702703
16,0.9103078982597061,0.2882882882882883
17,0.9103078982597061,0.3063063063063063
18,0.9103078982597061,0.32432432432432434
19,1.0040160642570264,0.34234234234234234
20,1.017402945113787,0.36036036036036034
21,1.017402945113787,0.3783783783783784
22,1.0977242302543502,0.3963963963963964
23,1.044176706827308,0.4144144144144144
24,1.0575635876840686,0.43243243243243246
25,1.2048192771084345,0.45045045045045046
26,1.2048192771084345,0.46846846846846846
27,1.2048192771084345,0.48648648648648646
28,1.2985274431057583,0.5045045045045045
29,1.2851405622489978,0.5225225225225225
30,1.3119143239625188,0.5405405405405406
31,1.3922356091030785,0.5585585585585585
32,1.3922356091030785,0.5765765765765766
33,1.3922356091030785,0.5945945945945946
34,1.4859437751004023,0.6126126126126126
35,1.4993306559571629,0.6306306306306306
36,1.4993306559571629,0.6486486486486487
37,1.4993306559571629,0.6666666666666666
38,1.5796519410977226,0.6846846846846847
39,1.593038821954483,0.7027027027027027
40,1.4591700133868812,0.7207207207207207
41,1.6867469879518069,0.7387387387387387
42,1.6867469879518069,0.7567567567567568
43,1.7001338688085674,0.7747747747747747
44,1.7938420348058912,0.7927927927927928
45,1.7938420348058912,0.8108108108108109
46,1.6331994645247647,0.8288288288288288
47,1.8473895582329334,0.8468468468468469
48,1.7938420348058912,0.8648648648648649
49,1.8741633199464545,0.8828828828828829
50,1.8741633199464545,0.9009009009009009
51,1.9678714859437747,0.9189189189189189
52,1.9812583668005352,0.9369369369369369
53,1.9143239625167325,0.954954954954955
54,2.061579651941095,0.9729729729729729
55,2.074966532797859,0.990990990990991
56,2.074966532797859,1.009009009009009
57,2.1686746987951793,1.027027027027027
58,2.1686746987951793,1.045045045045045
59,2.1686746987951793,1.063063063063063
60,2.262382864792503,1.0810810810810811
61,2.2757697456492636,1.0990990990990992
62,2.2757697456492636,1.117117117117117
63,2.2757697456492636,1.135135135135135
64,2.315930388219545,1.1531531531531531
65,2.356091030789827,1.1711711711711712
66,2.2222222222222214,1.1891891891891893
67,2.4631860776439076,1.207207207207207
68,2.409638554216869,1.2252252252252251
69,2.356091030789827,1.2432432432432432
70,2.543507362784471,1.2612612612612613
71,2.5568942436412314,1.2792792792792793
72,2.5568942436412314,1.2972972972972974
73,2.6639892904953157,1.3153153153153152
74,2.6372155287817947,1.3333333333333333
75,2.6639892904953157,1.3513513513513513
76,2.744310575635879,1.3693693693693694
77,2.7576974564926395,1.3873873873873874
78,2.5836680053547525,1.4054054054054055
79,2.7576974564926395,1.4234234234234233
80,2.650602409638555,1.4414414414414414
81,2.623828647925034,1.4594594594594594
82,2.6639892904953157,1.4774774774774775
83,2.8380187416331992,1.4954954954954955
84,2.449799196787147,1.5135135135135136
85,2.7576974564926395,1.5315315315315314
86,2.7576974564926395,1.5495495495495495
87,2.7576974564926395,1.5675675675675675
88,2.8380187416331992,1.5855855855855856
89,2.8514056224899598,1.6036036036036037
90,2.9451137884872836,1.6216216216216217
91,2.9451137884872836,1.6396396396396395
92,2.9585006693440405,1.6576576576576576
93,3.239625167336012,1.6756756756756757
94,3.293172690763054,1.6936936936936937
95,3.333333333333332,1.7117117117117118
96,3.333333333333332,1.7297297297297298
97,3.266398929049533,1.7477477477477477
98,3.3199464524765716,1.7657657657657657
99,3.427041499330656,1.7837837837837838
100,3.427041499330656,1.8018018018018018
